time,icao,operation,airport,registration,flight,ac_type,ac_size,runway,flight_link,squawk,signal_type,category,year,manufacturer,model,ownop,faa_pia,faa_ladd,short_type,mil,apt_type,name,latitude,longitude,continent,iso_country,iso_region,municipality,scheduled_service,iata_code,elev
1/1/2025 1:58,75020d,takeoff,WMKK,9M-MXM,MAS740,B738,medium,,https://globe.adsbexchange.com/?icao=75020d&zoom=13.5&showTrace=2025-01-01&timestamp=1735696730,2167,adsb_icao,A0,,,Boeing 737-8H6,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:01,75027d,takeoff,WMKP,9M-AQD,AXM1721,A320,medium,,https://globe.adsbexchange.com/?icao=75027d&zoom=13.5&showTrace=2025-01-01&timestamp=1735696919,,other,A0,,,Airbus A320-216,,f,f,L2J,f,medium_airport,Penang International Airport,5.297139,100.276639,AS,MY,MY-07,,yes,PEN,11
1/1/2025 2:04,750209,takeoff,WMKK,9M-MXI,MAS102,B738,medium,,https://globe.adsbexchange.com/?icao=750209&zoom=13.5&showTrace=2025-01-01&timestamp=1735697042,2156,adsb_icao,A0,,,Boeing 737-8H6,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:05,750203,takeoff,WMKK,9M-MXC,MAS711,B738,medium,,https://globe.adsbexchange.com/?icao=750203&zoom=13.5&showTrace=2025-01-01&timestamp=1735697130,2123,adsb_icao,A0,,,Boeing 737-8H6,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:06,7.50E+07,takeoff,WMKJ,9M-AHE,AXM5030,A320,medium,,https://globe.adsbexchange.com/?icao=7500e4&zoom=13.5&showTrace=2025-01-01&timestamp=1735697169,,adsb_icao,A0,,,Airbus A320-216,,f,f,L2J,f,medium_airport,Senai International Airport,1.640556,103.669861,AS,MY,MY-01,,yes,JHB,135
1/1/2025 2:07,750484,takeoff,WMKK,9M-RAE,AXM5740,A320,medium,,https://globe.adsbexchange.com/?icao=750484&zoom=13.5&showTrace=2025-01-01&timestamp=1735697271,2122,adsb_icao,A3,,,Airbus A320-216,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:08,750204,takeoff,WMKK,9M-MXD,MAS2610,B738,medium,,https://globe.adsbexchange.com/?icao=750204&zoom=13.5&showTrace=2025-01-01&timestamp=1735697333,2113,adsb_icao,A0,,,Boeing 737-8H6,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:11,76b442,takeoff,WMKP,9V-MBB,SIA131,B38M,medium,4,https://globe.adsbexchange.com/?icao=76b442&zoom=13.5&showTrace=2025-01-01&timestamp=1735697498,,adsb_icao,A3,,,Boeing 737-8MAX,,f,f,L2J,f,medium_airport,Penang International Airport,5.297139,100.276639,AS,MY,MY-07,,yes,PEN,11
1/1/2025 2:12,750255,takeoff,WMKK,9M-MTB,MAS715,A333,big,,https://globe.adsbexchange.com/?icao=750255&zoom=13.5&showTrace=2025-01-01&timestamp=1735697573,2143,adsb_icao,A5,,,Airbus A330-323E,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:15,750261,takeoff,WMKK,9M-MTN,MAS129,A333,big,,https://globe.adsbexchange.com/?icao=750261&zoom=13.5&showTrace=2025-01-01&timestamp=1735697716,,adsb_icao,A5,,,Airbus A330-323E,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
